,0
442,42431.50566508478
443,46163.889851103864
444,44664.15127833375
445,43393.4173722782
446,47519.630722133865
447,48599.49137873977
448,48034.03530592157
449,51982.903468890785
450,57274.71429123122
451,57586.188231414264
452,53770.93739229261
453,47862.62319566524
454,43611.468479317205
455,43678.871163502314
456,44672.22160775835
457,49192.709892107654
458,46530.57955647588
459,41533.821299245144
460,44429.25174347387
461,43693.84752155554
462,39759.8668513746
463,39761.79730574098
464,35340.518193009986
465,36483.81613864054
466,41079.64014166349
467,37958.3784370836
468,37729.29800962734
469,40248.407493959705
470,37358.95243763765
471,43068.78768505718
472,44780.34847044267
473,50761.51159234758
474,47413.68136230335
475,42420.462679648175
476,40063.95955187913
477,36039.620181797494
478,41427.912487211055
479,43601.89136080137
480,44728.92433073402
481,46286.170072866444
482,49776.107741610176
483,53453.519894909885
484,48738.40290686952
485,44772.430153581336
486,44987.26714270795
487,41429.875168993065
488,41639.34776751101
489,36287.08901634782
490,36746.21875759863
491,38275.78800259157
492,40830.44278785273
493,41666.99904497634
494,46941.948894255336
495,43791.81725561575
496,40897.08611788968
497,42716.1962918543
498,42435.72557836148
499,39344.31962384905
500,38972.04269732057
501,37187.2461764044
502,32504.803340254228
503,39670.19266277192
504,40569.91879566213
505,38709.65642994207
506,35653.51416271378
507,32004.962092279427
508,29114.20922783869
509,28270.355062211194
510,28895.49508371998
511,29466.106374270203
512,31549.592012168447
513,30532.853609650818
514,27712.925790951245
515,31959.900992061175
516,28810.22501363434
517,28516.52733160669
518,29704.950929930936
519,30075.298812572
520,28334.393059908973
521,32347.481374284805
522,28900.56241986872
523,28387.021338098373
524,28332.482140798893
525,30336.525721531667
526,27959.552752503747
527,25784.15472224025
528,24097.200825261443
529,24956.409989283013
530,25854.504954900825
531,25688.23071278944
532,18860.85482544211
533,17949.0647306919
534,18147.486320081905
535,16625.918633998375
536,18804.166533499087
537,20360.01067976439
538,21104.243894668107
539,17370.176270382686
540,16315.537791126551
541,14956.83187800735
542,15182.963420648108
543,16754.30340482144
544,16044.730215438109
545,15193.93248421143
546,16566.707841820476
547,14880.722958622744
548,12479.209054901392
549,10630.469850067075
550,9690.598319030203
551,8120.09165902965
552,8210.270087578116
553,8969.577006276071
554,8818.62843940788
555,9073.833164311916
556,8890.159153065006
557,9713.9836286396
558,11653.249609524888
559,11560.947982224907
560,10616.36569363425
561,10503.756422618444
562,11092.26362763781
563,11089.461493836225
564,11942.338726496551
565,10175.177931227372
566,9770.524318277676
567,10779.478794186583
568,11549.702372918113
569,5449.76960578351
570,4578.86510552381
571,4672.732844981506
572,3894.7711034491663
573,2941.7344013300467
574,2941.7094013300466
575,2023.7299887570841
576,3047.867187409476
577,4034.7754882808176
578,3857.7620527678846
579,1846.6685532441502
580,891.6234634472698
581,1935.3564789308427
582,1935.3404789308427
583,2978.320220085614
584,1043.049741154771
585,1043.0277411547709
586,0.016
587,0.0
588,0.0
589,0.0
590,0.0
591,0.0
592,0.0
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,0.0
608,0.0
609,0.0
610,0.0
611,0.0
612,0.0
613,0.0
614,0.0
615,0.0
616,0.0
617,0.0
618,0.0
619,0.0
620,0.0
621,0.0
622,0.0
623,0.0
624,1017.2730413816438
625,1017.323041381644
626,4854.1699064773875
627,5819.612200581215
628,13288.69551956547
629,19078.518662512568
630,38832.36028237091
631,42591.46182673483
632,53838.91250705141
633,50842.60425445507
634,57846.929927162906
635,61512.774436237945
636,68071.6806803251
637,83489.51010025182
638,92594.50426490301
639,108538.37951630147
640,97326.89993262774
641,111290.91340311887
642,124400.83029898941
643,128525.23626910904
644,139709.13733644853
645,164145.60092576116
646,176175.48392032232
647,193886.63030534965
648,201424.3523798734
649,218093.13151217194
650,223991.7264303901
651,215355.63064138143
652,220330.11667542535
653,242995.10252146784
654,268636.9881591343
655,256932.1471179814
656,275330.9642952295
657,290567.3620537752
658,299498.71271806536
659,295668.54959543614
660,305309.5123712957
661,308196.0701031088
662,325477.4847871765
663,310601.43154346675
664,304283.0397280303
665,300048.2486164162
666,305249.8213749062
667,339489.87664672604
668,355300.64752454864
669,376955.6301376295
670,392558.8449987145
671,397630.44811629876
672,397548.19178078877
673,410887.22451100143
674,435317.6584457103
675,444752.55830343155
676,481670.80160553067
677,472770.50022131816
678,457732.509446902
679,485665.82251629664
680,488546.72269117134
681,493265.0593988589
682,508905.18155790743
683,533583.5412262735
684,558215.6953685052
685,581546.4784086815
686,575537.6052490869
687,600339.2191610845
688,614045.9822239919
689,596316.6782155059
690,611859.717995001
691,622095.365061904
692,621175.9791611887
693,588007.6237742559
694,622604.494912239
695,644551.6659019534
696,630837.0784493312
697,672152.1982622854
698,688627.2516352267
699,723405.4250440383
700,748430.8400990635
701,757240.0679024667
702,738086.4491769437
703,723600.2924195398
704,729845.0287546391
705,732570.7518725137
706,715060.3065532534
707,717356.0591980879
708,722509.8057384482
709,745234.2744461014
710,732306.3985928501
711,743125.9831428267
712,785339.6206219383
713,795676.3637472929
714,785655.7543714971
715,770134.3783351413
716,787447.5957209219
717,746788.728940712
718,779976.3871926059
719,793875.0333113901
720,777273.5899306056
721,760726.2709197006
722,764195.530367065
723,771936.8658493944
724,789929.092979213
725,781591.895150336
726,777090.223794238
727,763363.605804753
728,764141.2835218839
729,803360.746128913
730,808599.9594577543
731,814500.4839299736
732,784662.2298673058
733,801961.6390118985
734,770485.4898653125
735,802379.4695088365
736,782623.1294284357
737,788302.4700502213
738,748802.5664830066
739,762695.376472068
740,761829.9403959367
741,775143.5664226034
742,731254.0069880416
743,730420.9263819293
744,749493.8712103876
745,730804.2951638544
746,740301.4708898015
747,689118.061992232
748,676849.3259603757
749,671166.0590815736
750,636911.3762807708
751,594669.0323479796
752,519542.87761819933
753,508870.1024452973
754,500310.20946180425
755,506515.0128551222
756,524608.0976538934
757,526395.6710462829
758,512015.5628268337
759,514512.92717416526
760,509378.75819022645
761,514700.6973976273
762,471133.49084056274
763,474735.93708400975
764,458478.9944782322
765,436376.8760281906
766,428296.7766323562
767,441497.1462527412
768,428957.85783949867
769,389898.03424822923
770,375331.8696877124
771,371696.4859611995
772,365797.7574811287
773,341605.0269019767
774,351239.176548189
775,341988.19297256175
776,315203.4004275128
777,316858.5699102505
778,310391.21972413256
779,298117.9632247135
780,275495.3769048348
781,271603.02181738004
782,265278.1763268458
783,258317.6040625973
784,248183.09817436495
785,240177.9176302348
786,245147.18862973806
787,250361.40678821795
788,229119.07114904554
789,212625.57751424992
790,200794.56269086857
791,184617.3939387856
792,178109.50003540138
793,176735.10354061902
794,164165.59975702816
795,158082.77257701397
796,162263.8974538018
797,131526.4384744824
798,125219.28696799927
799,109693.99513019086
800,107668.81077670466
801,105887.51459472974
802,101154.69001361207
803,104199.11881354767
804,101031.7057085477
805,85186.99614303192
806,85634.35555068363
807,81240.60841663313
808,84781.88073912762
809,77930.66453545765
810,63146.840734453246
811,47611.06231101569
812,44351.929286015285
813,38471.21051973235
814,32090.24345760827
815,31028.271744938676
816,32003.31877602671
817,30005.260325341005
818,28982.660415286897
819,29402.225815201426
820,25768.7394952212
821,25225.596672984408
822,25890.655272417993
823,25099.0799214918
824,26113.40455617008
825,24973.122247135398
826,26721.703606625146
827,24275.777601831942
828,26257.59272994961
829,24119.4681456539
830,23832.03705238089
831,24201.893806030563
832,26546.452907693027
833,27390.950889392738
834,28265.587722298376
835,32556.938297156892
836,28878.322138864525
837,26675.03803344901
838,25338.870429875304
839,26109.253312910856
840,29401.583904241004
841,30540.472821904666
842,30764.98704053215
843,27933.936615636994
844,27866.977728504553
845,27499.590660822534
846,25608.53296495969
847,25521.373883451473
848,24771.22691715539
849,28537.491138368827
850,36386.84363995169
851,33620.78645505816
852,38910.31484903904
853,39740.479030350034
854,45396.44781981721
855,45860.113483323694
856,41443.34663554765
857,36233.86986543389
858,33036.752402759645
859,28705.12052725695
860,27778.22204519174
861,29547.466635113567
862,25626.767554031212
863,24948.027975094526
864,23302.809306469295
865,20353.22657040475
866,21723.51964431211
867,20712.33466109823
868,21308.265838704458
869,24537.08813567327
870,23353.259736601438
871,22525.308656646157
872,19735.902711283168
873,21057.791188829477
874,20455.344299947308
875,23251.739776748465
876,22943.963276159604
877,21336.61101406842
878,24957.441822909743
879,28737.788858015556
880,25462.04561924137
881,28282.467677679433
882,27177.045340756515
883,23926.657933744613
884,24983.349787970914
885,25839.442745486693
886,23162.38322066401
887,21497.856829563625
888,23053.52919626096
889,20939.298479860397
890,22025.28761411293
891,23702.2436746739
892,21132.225694530895
893,20237.04333472727
894,24266.190411917607
895,25378.88504927636
896,28434.719859390265
897,28550.467906968443
898,33889.09899720577
899,32484.218316154976
900,33165.790602059846
901,29989.978905604818
902,29223.54583893279
903,32304.23672724773
904,31704.332553647007
905,35467.78283020473
906,36305.840064061034
907,37744.085203843824
908,39857.09374735533
909,34420.95229275567
910,32919.61876023296
911,30804.24695759829
912,28510.15263775287
913,28922.137577839276
914,26916.655090770433
915,26646.418917719606
916,25913.3866287426
917,24020.670907460903
918,25845.613427136992
919,23536.328454089788
920,25148.48623956964
921,28259.25093161017
922,28723.053872163873
923,26924.93537307538
924,29308.013683119698
925,27598.687737853164
926,29362.28266780346
927,32561.909342366984
928,29928.394639243994
929,31619.432766932772
930,29746.67352278254
931,33056.70864155969
932,32176.616568319438
933,29947.110862951587
934,28307.368912000267
935,30392.729696857765
936,34254.34750197319
937,37529.83572059885
938,34768.35419213241
939,34561.34470693515
940,29294.172361604247
941,31129.26670590089
942,32995.94173005862
943,33629.10261195417
944,31937.455878673758
945,35655.93764333706
946,37550.17263366298
947,44848.93028644614
948,42870.09250697045
949,39143.10507097839
950,35470.842055958405
951,31417.48005155543
952,30864.939083972422
953,28371.57238144476
954,27433.99381884141
955,28767.07615654941
956,31471.511551166506
957,34905.565814134025
958,35379.26480030746
959,36904.42246650431
960,37964.941705008525
961,35130.84351870009
962,35019.00766602749
963,32682.133838521324
964,31052.702348006023
965,32495.826431837977
966,35713.49243753161
967,32940.371067167376
968,25966.762242069934
969,31374.7952744862
970,30521.471735577135
971,30524.67567244637
972,31531.51889508117
973,33169.85459712955
974,35982.63664502214
975,32349.501690573252
976,34034.827218561295
977,30431.970530046565
978,30633.22389572891
979,32405.410236531046
980,35095.23491909909
981,35455.53842375388
982,31434.843240421524
983,33725.00839276494
984,37968.85316057365
985,41021.83524895945
986,40991.802708158255
987,36457.16836750215
988,35986.00985944609
989,33418.28554514102
990,34967.24207502634
991,32331.42482617191
992,32756.29874422415
993,32124.675083331837
994,35705.94968058425
995,35362.67817138902
996,37162.54562551597
997,36749.93403968522
998,37354.36904663669
999,35324.91002597049
1000,37082.89553616014
1001,33502.3472953852
1002,28392.203951100077
1003,24115.577103913623
1004,32230.54137103591
1005,30678.457025521377
1006,32666.774913486443
1007,30280.604180508722
1008,29011.158953170554
1009,33618.73326534804
1010,35961.77168245788
1011,36721.57635060933
1012,33675.27841898737
1013,34392.87442939689
1014,32063.430134256076
1015,33294.878810164184
1016,32442.62594362743
1017,30714.14923892916
1018,35112.69048253543
1019,33477.21865532904
1020,31424.17677248585
1021,28465.20498606727
1022,28726.835505275532
1023,29315.696434180652
1024,31254.68620503745
1025,32401.256330464497
1026,30301.89149294491
1027,27610.382589571676
1028,29043.310418296274
1029,28229.25663937496
1030,28431.303637282563
1031,24297.984276109615
1032,29264.9697773725
1033,33442.20112651497
1034,29897.048573356064
1035,26454.698970695757
1036,21813.349575478736
1037,19504.90743049506
1038,18510.97505735424
1039,21084.764536622788
1040,22533.28880053505
1041,22625.480935057472
1042,22838.437014275707
1043,21724.67152063878
1044,18214.88330108353
1045,18387.859172050517
1046,19035.426675964547
1047,21572.702152664944
1048,36246.98325426304
1049,37565.568395681345
1050,40259.77686302523
1051,62226.222462256665
1052,60786.49266525175
1053,65586.58560534866
1054,76951.25917209515
1055,87808.81913637838
1056,97868.0603910757
1057,91950.80972814967
1058,97505.4626169485
1059,110901.63571352357
1060,115536.89762789126
1061,128241.57111952786
1062,135376.1666925022
1063,142782.5315869012
1064,141250.80024444463
1065,155569.6745375407
1066,175453.14976101503
1067,181488.50981180594
1068,204395.13078338842
1069,221835.26741127935
1070,225927.70403108042
1071,235896.2332012823
1072,250601.17775732727
1073,245186.34915256535
1074,254167.67198143277
1075,271189.51252823224
1076,293527.20541937783
1077,296495.0276657097
1078,329968.7654552708
1079,341799.15369488345
1080,351162.066306121
1081,338165.2254288006
1082,356874.1863311114
1083,368249.9802286119
1084,379695.3538246314
1085,417076.92026251
1086,420376.08934198
1087,409855.3318044853
1088,419251.48300452885
1089,414002.75449397566
1090,402822.1573144268
1091,429400.23989320087
1092,469947.67633081094
1093,480835.30774593656
1094,461815.27937384637
1095,491721.12545240024
1096,546500.5812241713
1097,506563.90424256196
1098,498752.9680015084
1099,528128.9420726433
1100,554634.5145444453
1101,594757.6513773708
1102,612983.9026329225
1103,638673.2119691619
1104,648604.3633036138
1105,649779.7182607199
1106,647744.3916939097
1107,673625.5495390578
1108,665688.3397376284
1109,667993.1627102981
1110,699853.7151975896
1111,729408.661436214
1112,762671.8343222027
1113,803778.8291424591
1114,851867.7144872751
1115,836272.5721381588
1116,860730.6150481398
1117,876693.5617460886
1118,884348.4478271169
1119,872404.3378061004
1120,884673.8301971017
1121,916484.6670466663
1122,896321.8690547557
1123,896798.5952221472
1124,869071.2394311638
1125,896301.4471863548
1126,889445.1308148782
1127,890125.1919797931
1128,901663.8357983947
1129,903246.5099085914
1130,909516.4142838508
1131,925685.8678837476
1132,944619.0404259562
1133,931660.5066639758
1134,861769.920137412
1135,911896.1064838422
1136,865919.1128951884
1137,857136.3047955924
1138,855594.639352071
1139,882320.740290603
1140,848890.0222894815
1141,865356.4990915757
1142,886736.7369884873
1143,881833.3577052815
1144,873373.7717248525
1145,891264.6654296976
1146,898962.7370306049
1147,893124.735403562
1148,910830.5936212084
1149,891703.3017387607
1150,868455.7544828736
1151,854146.7869548345
1152,839225.9072499144
1153,822927.0062619066
1154,868806.9143049086
1155,853677.2313508765
1156,863530.4754279519
1157,909644.5568084677
1158,865561.0175180566
1159,853748.2418492734
1160,862413.8875784508
1161,813112.8923689711
1162,798545.8369208567
1163,816724.5224283197
1164,811158.6611601713
1165,801678.2064103094
1166,800420.6227693487
1167,775997.5918396604
1168,786827.387053388
1169,763468.0236339314
1170,715481.3779268134
1171,691941.9577437649
1172,700508.0649543874
1173,671926.0451055624
1174,663068.7150827914
1175,614961.9087172707
1176,603847.5340448301
1177,573798.8821763105
1178,548686.7768382619
1179,514190.2290574522
1180,496224.44295868976
1181,499992.0496949253
1182,500167.3180986931
1183,509980.5621189479
1184,545546.4658248726
1185,539099.208482858
1186,504128.31920372555
1187,500102.7938622009
1188,488058.3181830116
1189,478002.6512783696
1190,482669.0788850341
1191,455536.37576341326
1192,432290.3497846223
1193,417324.24792974064
1194,396428.25474729086
1195,388187.85439582885
1196,365398.6932409901
1197,354015.86878664483
1198,351272.1838008126
1199,338183.60174498736
1200,310782.72913388564
1201,314880.6437325238
1202,297479.41472124343
1203,281603.9134560316
1204,294628.1615931869
1205,293164.6622029409
1206,294410.02778792696
1207,299701.69832312537
1208,280298.58196574403
1209,267283.8538959023
1210,258117.35943494932
1211,258522.21322994356
1212,230401.00533960323
1213,227516.77365748957
1214,222719.18927557452
1215,214265.43194043866
1216,213431.49973381354
1217,187649.05033758876
1218,200780.5946567541
1219,172735.28604463922
1220,170125.3792871401
1221,170214.4244064709
1222,160604.16586007865
1223,143219.19113527748
1224,141980.87530654971
1225,123220.80912269409
1226,119371.23090037065
1227,106851.44016811335
1228,93344.83576501503
1229,90688.294137522
1230,86611.16878115878
1231,75481.5447647526
1232,80476.71848701703
1233,65465.881919659565
1234,57048.88358550509
1235,54753.617495255094
1236,52416.375225365446
1237,54005.64756640019
1238,53280.03578194721
1239,56696.91197140567
1240,60424.57069055078
1241,62854.05433388602
1242,59087.08669259721
1243,53869.003303959864
1244,57561.47857421846
1245,53243.950043120705
1246,49636.77679392735
1247,52357.14742393406
1248,53027.78150887943
1249,54008.00411854515
1250,50477.92682112726
1251,54377.127404710234
1252,52736.31748771486
1253,48113.703639420455
1254,46630.027233948036
1255,44517.27839336856
1256,53224.81506362339
1257,48744.77280308632
1258,52700.035269736196
1259,55075.99411003693
1260,52190.119680721575
1261,47628.75799853209
1262,44648.93380398357
1263,41305.034785296564
1264,46022.17619786937
1265,44407.81614067508
1266,48429.09134780516
1267,49911.12435109406
1268,54231.52156850885
1269,55813.31855394096
1270,53382.59041490253
1271,57264.102089164044
1272,55714.73906098903
1273,61731.91096872941
1274,67069.25386691968
1275,62879.68412961452
1276,64750.67144821459
1277,64880.464775773624
1278,64565.85793962309
1279,59060.767392474285
1280,56859.62147679155
1281,55211.5096989694
1282,54598.4551316139
1283,52705.24848922607
1284,53516.129705658626
1285,56036.0429837846
1286,55641.621568864626
1287,57143.65165756567
1288,56459.77977523451
1289,61004.124376758344
1290,58983.82175001117
1291,58126.949774522356
1292,57612.008781768905
1293,59900.74923205035
1294,61078.81938248471
1295,61518.39270188619
1296,62512.25412760028
1297,59304.44423914794
1298,55127.39658756827
1299,55114.10139701239
1300,49291.03610806695
1301,53478.985354540826
1302,53692.78451435229
1303,55224.402755847375
1304,56776.30721454257
1305,59754.51233548615
1306,62159.49173881837
1307,59100.11852939939
1308,61565.47923256212
1309,59153.80446284413
1310,57188.80981714619
1311,55332.87596804337
1312,52627.740609989385
1313,48903.912347669044
1314,47294.0070941026
1315,45209.93553207228
1316,48918.88791430837
1317,50272.71848140769
1318,48689.37197490808
1319,50928.52461687595
1320,52242.13280587937
1321,58879.86253274437
1322,60836.79189702838
1323,55851.98007876302
1324,53910.43837859089
1325,53781.22684897398
1326,59925.54344320627
1327,59530.4701947352
1328,58006.84500529934
1329,60108.130439551576
1330,65175.64062909722
1331,64185.25854079674
1332,68121.93856653916
1333,63439.84515877714
1334,58527.62599858589
1335,58088.73298452201
1336,54284.15434791289
1337,46489.79956157536
1338,41456.54916061386
1339,44142.81528663162
1340,42265.24386102302
1341,44878.52697248309
1342,48050.06062461809
1343,48785.96365763733
1344,46122.80539999112
1345,42898.5780585393
1346,46535.51316035673
1347,46299.386361825425
1348,46751.50695041557
1349,51849.41310955888
1350,47141.202689186604
1351,46661.2039788751
1352,45323.752206296456
1353,43648.5125061499
1354,45617.913656483506
1355,52920.7633517167
1356,46139.183364904646
1357,43955.87772013321
1358,35501.10579623249
1359,33154.58137732532
1360,30864.668258522393
1361,33782.29377713118
1362,34828.20725662338
1363,40523.46749018181
1364,38632.56884201123
1365,34904.20899496718
1366,31011.782664058213
1367,28937.015711367603
1368,27152.90694817614
1369,27994.03413585765
1370,26591.029924520404
1371,26260.87681906718
1372,24946.356908799753
1373,25598.094798156264
1374,19897.577847875054
1375,18037.4285418909
1376,20244.02871153267
1377,17539.754506316516
1378,15567.742887936634
1379,16497.872047103414
1380,18016.795905545347
1381,18696.80234335112
1382,17038.64789729653
1383,16003.74271859514
1384,14635.244262881457
1385,12907.813569673419
1386,13985.28631941528
1387,15067.686381778512
1388,16226.715731536562
1389,16919.643276590585
1390,15467.150098181926
1391,13511.572809681127
1392,13511.549809681126
1393,14170.341237926481
1394,10604.904285071061
1395,12032.875567390045
1396,12153.197122374248
1397,12938.746349554585
1398,9438.915720482953
1399,8781.15469219016
1400,8767.56548574162
1401,7838.208839681645
1402,7838.156283488086
1403,4057.477270658966
1404,2416.2925462224143
1405,5111.659803146878
1406,4242.960928911773
1407,5027.520469767277
1408,2510.9354289824046
1409,1732.7674102236315
1410,1732.7374102236315
1411,0.07300000000000004
1412,0.058000000000000024
1413,0.032
1414,0.015000000000000001
1415,0.0
1416,0.0
1417,0.0
1418,0.0
1419,0.0
1420,0.0
1421,0.0
1422,0.0
1423,0.0
1424,0.0
1425,0.0
1426,0.0
1427,0.0
1428,0.0
1429,0.0
1430,0.0
1431,0.0
1432,0.0
1433,0.0
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,0.0
1441,0.0
1442,0.0
1443,0.0
1444,0.0
1445,0.0
1446,0.0
1447,0.0
1448,0.0
1449,0.0
1450,0.0
1451,0.0
1452,0.0
1453,0.0
1454,0.0
1455,0.0
1456,0.0
1457,0.0
1458,0.0
1459,0.0
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,0.0
1467,0.0
1468,0.0
1469,0.0
1470,0.0
1471,0.0
1472,0.0
1473,0.0
1474,0.0
1475,0.0
1476,0.0
1477,0.0
1478,0.0
1479,0.0
1480,0.0
1481,0.0
1482,0.0
1483,0.0
1484,0.0
1485,0.0
1486,0.0
1487,0.0
1488,0.0
1489,0.0
1490,0.0
1491,0.0
1492,0.0
1493,0.0
1494,0.0
1495,0.0
1496,0.0
1497,0.0
